url,name
//www.wiktionary.org/, Wiktionary
//www.wikinews.org/, Wikinews
//www.wikiquote.org/, Wikiquote
//www.wikibooks.org/, Wikibooks
//www.wikidata.org/, Wikidata
//species.wikimedia.org/, Wikispecies
//www.wikisource.org/, Wikisource
//www.wikiversity.org/, Wikiversity
//www.wikivoyage.org/, Wikivoyage
//commons.wikimedia.org/, Commons
//www.mediawiki.org/, MediaWiki
//meta.wikimedia.org/, Meta-Wiki
